title,link,content
"경기 중소기업 38개사, 中박람회서 4천만달러 계약추진",http://finance.daum.net/news/20181112162053955,"(수원=연합뉴스) 최찬흥 기자 = 경기도는 지난 5∼10일 중국 상하이에서 열린 '제1회 중국 국제수입박람회(CIIE)'에서 도내 중소기업 38개사가 2천10건, 4천41만달러의 계약추진 성과를 거뒀다고 12일 밝혔다.
시력교정용 의료기기를 제조하는 A사는 중국 선양시 정부관계자와 상담을 통해 6만달러의 샘플계약을 맺고 향후 44만달러의 계약을 추진하기로 했다.
문구류 생산업체인 B사는 상하이에서 아동용 제품을 공급하는 전문바이어와 1천개의 샘플계약을 체결했다. 해당 바이어는 중국 온라인 유통망인 티몰 등을 통한 판매를 제안하기도 했으며 30만달러 규모의 계약이 추진될 예정이다.
중국 국제수입박람회에 참가한 경기도 중소기업 [경기도 제공]
중국 국제수입박람회는 중국 정부에서 주도한 최초의 수입 박람회로 전 세계 180개국 3천600개 기업이 참가했다. 경기도는 국내 지자체로는 최대 규모인 38개사를 파견했다.
chan@yna.co.kr
<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>"
"재계, 성윤모 장관에 ""규제·인프라 개선, 노동현안 충격 완화"" 요구",http://finance.daum.net/news/20181112162051951,"[데일리안 = 박영국 기자]
성윤모 산업통상자원부 장관을 만난 주요 기업들이 수출 구조 개선, 제조업 경쟁력 강화, 규제개선, 인프라 적기 지원, 에너지·노동 정책에 업계의견 반영, 대 이란 사업 추진 지원 등 제조업 경쟁력 강화를 위한 다양한 요구들을 내놓았다. 성 장관은 애로사항들을 적극적으로 해소하겠다고 약속했다.
박용만 대한상공회의소 회장과 윤부근 삼성전자 부회장, 현정은 현대그룹 회장, 정진행 현대자동차 사장, 박진수 LG화학 부회장 등 대한·서울상의 회장단은 12일 서울 세종대로 상의회관에서 가진 성 장관과의 간담회에서 “산업정책의 새로운 패러다임으로의 전환이 필요하며 제조업 혁신의 중요성과 민간이 중심이 돼 혁신역량을 결집하는 것이 필요하다”고 요청했다.
12일 오전 서울 중구 대한상공회의소에서 열린 '성윤모 산업통상자원부 장관 초청 간담회'에 박용만 대한상공회의소 회장과 성윤모 산업통상자원부 장관을 비롯한 참석자들이 기념촬영을 하고 있다. ⓒ데일리안 류영주 기자
참석자들은 먼저 일부 업종과 기업에 편중된 수출이 업종 전반으로 확산될 수 있도록 산업부의 역할 강화를 당부했다.
또한 부산·경남·울산 등 지역산단의 상당수 입주기업들이 문을 닫고, 남아 있는 기업도 일거리가 바닥나는 등 지역산업의 어려움이 심각한 상황이라는 점을 언급한 뒤 “일자리를 만들기 위해서는 일거리가 있어야 하고, 일거리는 경쟁력이 있어야 확보할 수 있다”면서 “우리 주력제조업과 지역경제에 희망을 주는 경쟁력 강화 대책을 마련해 달라”고 요청했다.
규제와 관련해서는 “ 규제의 근본 틀을 바꾸는 것이 중요하다”면서 “꼭 필요한 규제 외에는 규제를 과감히 푸는 것이 필요하며, 이를 위한 산업부의 적극적 역할 필요하다”고 강조했다.
근로시간 단축, 최저임금 인상 등 노동정책 변화로 기업들이 많은 어려움을 겪고 있다는 호소도 이어졌다.
참석자들은 “근로시간 단축의 제도적 유연성을 높이고, 최저임금 예측 가능성 제고를 위해 기업들의 입장을 정책에 잘 반영해 달라”면서 “특히 주휴근무시간 관련 지난 8월에 입법 예고된 최저임금법 시행령이 개정되면 기업 경영에 심각한 타격이 우려되는 만큼 산업계의 어려움을 고려해 달라”고 말했다.
이란 경제제재와 관련된 우리 기업들의 애로사항도 전달했다. 참석자들은 “이란 제재 예외국으로 인정됐으나 여전히 대 이란 비즈니스에 어려움을 겪고 있는 상황”이라며 이란 현지은행을 통한 원화 할당 등 원활한 사업 추진을 위한 지원을 당부했다.
또한 이란 사업 추진에 대한 가시성 확보를 위해 관련 정보를 사전적으로 업계에 공유해 달라는 요청도 덧붙였다.
그밖에 ▲재생에너지 확대 등 에너지전환 정책이 전기요금 인상 또는 산업경쟁력 약화요인이 되지 않도록 산업적 측면을 고려 ▲국내 투자 활성화 및 투자 프로젝트 적기 이행을 위해 부지확보, 폐수처리, 전력인프라 등 구축 지원 ▲배출권 거래제 관련 할당량 배정시 그간의 감축노력을 고려해주는 등 제도 개선 등을 요구했다.
성 장관은 이같은 기업들의 건의에 대해 “적극적으로 검토하겠다”면서 “앞으로도 기업 현장과 적극적으로 소통하며 업계의 애로사항을 듣고 해소하는 등 충실한 서포터 역할을 다하겠다”고 다짐했다.
- Copyrights ⓒ (주)데일리안, 무단 전재-재배포 금지 -"
"강신욱 통계청장 ""경기정점 지난해 2분기 추정 ..하강 선언은 아직 일러""",http://finance.daum.net/news/20181112161916906,"[경향신문]
강신욱 통계청장이 지난해 2분기가 경기정점으로 추정된다며 이르면 내년 상반기까지 절차를 걸쳐 공식판단할 수 있도록 하겠다고 12일 말했다.
강 청장은 이날 정부세종청사 근처에서 취임 후 첫 기자간담회를 열고 “아직은 경기 하강선언을 선언하기는 이르다. 경기하강 선언은 정점을 디파인(define)하는 것과 같이 가야 한다”며 이 같이 말했다.
통계청에 따르면 현재 경기상황을 나타내는 경기동행지수 순환변동치는 지난 9월 98.6으로 글로벌 금융위기 여파가 컸던 2009년 6월(98.5) 이후 최저치를 기록했다. 동행지수 순환변동치는 올해 1∼3월 보합세였다가 지난 4월부터 6개월째 하락했다.
강신욱 통계청장이 10월 15일 정부 대전청사에서 열린 국회 기획재정위원회의 통계청에 대한 국정감사에 출석해 의원 질의내용을 듣고 있다./연합뉴스
지표가 6개월째 하락한 것은 세월호 참사와 사드 배치, 메르스 사태 등 경기에 부정적 요인이 많았던 2015년 11월~2016년 4월 이후 처음이다.
강 청장은 “몇 개 지표를 더 보며 추이를 지켜봐야 한다. “정점에 대한 판단이 서면 전문가 의견을 모은다거나 국가통계위원회 승인을 받는 공식적인 절차를 거치게 된다. 그 절차에 있어 소요되는 시간이 있다”고 말했다.
수치상 2013년에 저점을 찍고 지난해 2분기 정점에 있었던 것이 아니었냐는 물음엔 “몇 월인지 확정할 순 없지만, 그 언저리가 아닌가 싶다”면서도 “분기 단위 변동을 계속 봐야 한다. 과거에 정점 또는 저점을 선언할 때와 달리 (연간·분기 단위 변동이) 달리 가는 모습도 있을 수 있다”고 설명했다.
국정감사 기간 제기된 이념논란 등에 대해서는 강 청장은 “정치적 해석을 염두에 두고 통계를 생산하는 건 있을 수 없고 생각한 적도 없다. 재임 중 할 생각도 없다”고 거듭 강조했다. 그는 “통계청이 그것을 허용할 만큼 허술하지 않다. (통계는) 전문화된 프로세스(process)를 통해 생산·검토·집계된다”며 “특정 통계에 대해 보고 받는 때는 기획할 때와 숫자 나올 때뿐”이라고 말했다.
북한과의 통계 협력 관련해선 “진전된 건 없다”면서도 “스케줄 상 몇 개 있다. 인구센서스에도 관심을 두고 있다”고 말했다. 북한에서 통계청에 대응되는 기관은 중앙통계국이다.
박은하 기자 eunha999@kyunghyang.com"
"두산밥캣, 이탈리아 자회사 청산 결정",http://finance.daum.net/news/20181112161908900,"(서울=연합뉴스) 김아람 기자 = 두산밥캣은 경영 효율성 제고를 위해 이탈리아 자회사인 두산 인터내셔널 이탈리아(DIIT·Doosan International Italia S.r.L.)의 청산 절차를 진행하기로 했다고 12일 공시했다.
회사 측은 ""DIIT는 자회사 두산밥캣 EMEA(Doosan Bobcat EMEA s.r.o.)가 100% 지분을 소유한 당사의 손자회사로 청산 후에도 당사 연결재무제표에 미치는 영향은 없다""고 설명했다.
rice@yna.co.kr
<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>"
"삼성바이오로직스 주가, 분식회계 결론 앞두고 22% 뚝",http://finance.daum.net/news/20181112161847889,"삼성바이오로직스 주가가 하루 사이 20% 넘게 급락했다. 삼성바이오로직스가 상장 과정에서 고의로 회계 부정을 저질렀는지에 대한 금융 당국의 최종 판단을 앞두고서다.
12일 유가증권시장(코스피)에서 삼성바이오로직스는 하루 전보다 8만2500원(22.42%) 내린 28만5500원으로 거래를 마쳤다. 이날 주식시장 개장과 함께 삼성바이오로직스 주가는 추락했고 20% 넘게 하락하며 장중 한때 28만1000원에 거래되기도 했다. 열흘 전(2일)만 해도 40만원을 웃도는 가격에 팔리던 삼성바이오로직스 주식 가치가 수직으로 하락했다.
인천 송도에 위치한 삼성바이오로직스 건물. [중앙포토]

이틀 앞으로 다가온 금융위원회 산하 증권선물위원회 최종 심사 때문이다. 증선위는 14일 삼성바이오로직스가 고의로 분식회계를 했는지에 대한 최종 판단을 내린다. 2016년 코스피 상장에 앞서 자회사인 삼성바이오에피스의 ‘자산 부풀리기’가 있었다는 의혹이 일었다. 이와 관련해 삼성바이오로직스의 2012~2014년 회계 처리 적정성에 대한 문제도 제기됐다. 이에 대한 금융 당국의 감리가 이어졌고 증선위의 최종 판단이 이틀 후 내려진다.
삼성바이오로직스 주가가 급락한 건 금융 당국이 삼성바이오로직스가 고의로 회계 부정을 저질렀다고 판단할 가능성이 불거지면서다. 박용진 더불어민주당 의원이 지난 7일 국회 국정감사에서 분식 회계 증거라며 삼성바이오로직스 내부 문건을 공개했다.
주가 급락에 기름을 부은 건 또 있다. 이날 국회 예산결산특별위원회에서 박상기 법무부 장관은 증선위의 상장 요건 완화로 삼성바이오로직스가 특혜 상장된 것 아니냐는 의원 질문에 ”구체적인 단서가 확인되면 수사를 할 것으로 예상하고 있다“고 답변하면서 주가 하락에 불을 붙였다.
삼성바이오로직스는 물론 다른 제약ㆍ바이오 종목의 주가가 일제히 하락했다. 이날 하루 사이 셀트리온(-11.98%), 셀트리온제약(-10.2%), 셀트리온헬스케어(-10.3%), 신라젠(-9.14%), 바이로메드(-6.51%) 등 주가가 내렸다.
삼성바이오로직스 ‘쇼크’로 인한 제약ㆍ바이오 종목 주가 하락은 코스닥 시장에도 영향을 미쳤다. 시가총액 상위에 몰려있는 바이오 종목 주가가 줄줄이 하락하면서 이날 코스닥 지수는 전일 대비 2.40% 하락한 670.82로 마감했다.
올해 7월 12일 삼성바이오로직스 관련 기자회견 중인 김용범 증권선물위원장(금융위원회 부위원장). [연합뉴스]

서근희 삼성증권 연구원은 “지난 7월 증선위는 삼성바이오에피스 콜옵션 공시 누락에 대해 고의성을 인정했고, 이번 안건은 금융감독원의 주요 지적 사항인 삼성바이오에피스에 대한 회계 기준 변경에 대한 고의성 여부(고의, 중과실 또는 과실) 결정하는 내용”이라며 “
수위에 따라 삼성바이오로직스와 관련된 불확실성이 해소되거나 확대될 것으로 전망한다”고 밝혔다.
최악의 시나리오는 고의성 인정이다. 삼성바이오로직스를 상장시키기 위해 고의로 회계 부정을 저질렀다고 금융 당국이 최종 판단하게 되면 최악의 경우 상장 폐지까지 가능하다.
한국거래소의 유가증권시장 상장 규정 제48조에 따르면 ‘상장 또는 상장폐지 심사 과정에서 제출한 서류에 투자자 보호와 관련해 중요한 사항이 거짓으로 적혀있거나 빠져있는 사실이 발견된 경우’나 ‘국내 회계 기준을 중대하게 위반해 재무제표를 작성한 사실이 확인되는 경우’ 상장 폐지 심사 대상에 오를 수 있다.
상장 폐지 심사 대상인지 아닌지를 가늠하는 데는 영업일 기준 15일 이내, 심사위원회에 올려 상장 폐지 여부를 가리는 데는 35일 이내로 걸린다.
다만 삼성바이오로직스의 상장 폐지 가능성에 대해 한국거래소 관계자는 “아직 심사 결과도 나오지 않았고 상장 폐지 실질 심사 여부 역시 심사 내용을 확인해야 판단할 수 있다”며 “지금 단계에선 판단할 수 있는 사항이 아니다”라고 선을 그었다.
조현숙 기자 newear@joongang.co.kr"
비관론 가득한 내년 코스피..증권사 전망치 최저 1850,http://finance.daum.net/news/20181112161843887,"연말이 다가오면서 증권사들이 잇달아 내년 코스피 지수 전망치를 내놓고 있다. 하지만 상승 추세가 이어지면서 올해 증시에 대한 장밋빛 전망이 넘쳐났던 지난해 연말과는 사뭇 다른 분위기다. 비관론에 힘이 실린 모양새다.
지난해 연말 증권사들은 올해 코스피 밴드 고점을 2800선까지 예측했다. 올해 초엔 3000선을 넘는다는 전망까지 나왔다. 하지만 예측과 달리 지난 10월 폭락 때문에 코스피 지수는 2000선 아래까지 내려갔다 왔다. 지금도 2100선을 맴돌며 반등 기미를 보이지 않고 있다. 익명을 요구한 증권사 관계자는 ""예년처럼 섣불리 장밋빛 전망을 했다가는 비난만 받기 쉽다""며 ""상단도 하단도 최대한 보수적으로 예측할 수밖에 없다""고 말했다.
사진은 지난 10월 30일 오전 서울 종로구 연합인포맥스 전광판에 표시된 코스피 지수. [연합뉴스]
증권사들이 12일까지 내놓은 내년 코스피 지수 예상 등락 범위는 1850~2400 수준이다. KB증권은 1900~2370선으로 내다봤다. 지난해에 KB증권은 올해 코스피 지수 고점으로 3060선을 제시했었다. 이은택 연구원은 “현시점에서 내년 증시에 후한 점수를 주기는 어렵다”며 “미·중 무역분쟁의 불확실성은 여전히 리스크 요인이고, 기업 이익도 소폭 마이너스 성장을 기록할 가능성이 크기 때문”이라고 말했다.
하나금융투자와 메리츠종금증권은 내년 코스피 지수 등락 범위로 1900~2400선을 제시했고, 대신증권은 1920~2340선, 삼성증권은 1950~2360선을 설정했다.
신한금융투자는 내년 코스피 지수가 1850선까지 내려갈 수 있다고 전망했다. 곽현수 신한금투 투자전략팀장은 “미국 정부의 부채 및 통화 정책 경계감, 세계 경기 회복 미진 등이 코스피 지수의 경계 요인”이라며 내년 코스피 지수 저점을 주가순자산비율(PBR)의 0.8배인 1850으로 설정했다.
개인 의견이지만 내년 코스피 지수가 1530까지 내려갈 수 있다고 예측한 보고서도 나왔다. 박소연 한국투자증권 연구원은 이날 발표한 보고서에서 “만약 이번 미·중 무역분쟁 사태가 위안화 약세와 중국 금융위기로 확산한다면, 우리 경제의 중국 의존도를 살필 때 2003년과 2008년 수준까지 하락을 감내해야 할 것”이라며 “2008년에는 1800선, 2003년에는 1530선까지 하락했다”고 밝혔다.
이후연 기자 lee.hooyeon@joongang.co.kr"
"[기업] 현대아산, 배국환 전 기재부차관 사장 선임",http://finance.daum.net/news/20181112161800869,"현대아산이 배국환 전 기획재정부 차관을 신임 대표이사 사장으로 선임했습니다.
배국환 신임 현대아산 대표이사 내정자는 행정고시 22회로 공직에 입문해서 기획예산처와 기획재정부, 감사원 등을 거친 정통 경제관료 출신입니다.
현대아산은 배 내정자가 기획예산처 국장 시절 남북경제협력추진위원회 위원으로 활동하는 등 남북경협과 관련한 폭 넓은 경험과 역량을 갖춘 인사라며 선임 배경을 설명했습니다."
"[기업] LS니꼬동제련, 호주 광산기업과 초대형 동정광 계약 체결",http://finance.daum.net/news/20181112161800868,"국내 최대 비철금속기업 LS니꼬동제련은 세계 최대 규모의 호주 광산기업 BHP와 동광석 장기구매계약을 체결했다고 밝혔습니다.
이번 구매계약 기간은 5년, 총거래물량은 165만 톤으로 LS니꼬동제련 창사 이래 최대 규모입니다.
LS니꼬동제련은 이번 계약에 따라 내년부터 오는 2023년까지 호주 광산기업 BHP가 운영하는 칠레 에스콘디다 광산의 동정광을 매년 33만 톤씩 안정적으로 공급받게 됐다고 설명했습니다."
[기업] 삼성 전자계열 협력사 '채용 한마당' 개최,http://finance.daum.net/news/20181112161800866,"삼성전자와 삼성디스플레이, 삼성SDI 등 삼성의 5개 전자 계열사는 오늘 서울 양재동 aT센터에서 '협력사 채용 한마당'을 개최했습니다.
'삼성 협력사 채용 한마당'은 중소·중견 협력사가 우수 인재를 만날 수 있는 장을 마련하고, 구직자들에게는 양질의 일자리를 제공하기 위해 지난 2012년부터 열리고 있습니다.
구직자들은 연구개발과 경영지원, 영업·마케팅 등 6개 직무별 채용 기업관에서 회사에 대한 정보를 얻고 현장에서 바로 면접도 볼 수 있습니다."
"[기업] KB국민은행, 실시간 해외송금 서비스 19개국으로 확대",http://finance.daum.net/news/20181112161800865,"KB국민은행은 실시간 해외송금 서비스인 'KB 원 아시아 해외송금' 제휴은행을 19개국 150개 은행으로 확대했다고 밝혔습니다.
이에 따라 국민은행 이용자는 대만과 베트남, 태국, 필리핀 등 아시아 주요국으로 미국 달러를 당일 송금할 수 있게 됐습니다.
송금 수수료는 국가와 무관하게 천 원으로 동일합니다."
"부산은행, 디지털 금융 강화한 미래형 영업점 개점",http://finance.daum.net/news/20181112161730856,"[데일리안 = 부광우 기자]
BNK부산은행은 전략적 핵심과제인 채널혁신과 영업방식의 변화를 위해 구서동지점과 남양산지점에 디지털이 접목된 미래형 영업점을 오픈했다고 12일 밝혔다.
미래형 영업점은 영업점 디지털화와 공간의 재배치로 고객에게 새로운 디지털 경험과 이용 편의성을 제공하며, 높은 수준의 상담과 자문서비스를 제공하는 금융센터다.
미래형 영업점에는 기존 영업점에서 볼 수 없었던 다양한 디지털 기기가 배치돼 있다. 우선 영업점 입구에 들어서면 생체인증 시스템과 지능형 순번시스템이 결합된 디지털컨시어지가 배치돼 있다.
BNK부산은행 미래형 영업점인 구서동지점에서 고객들이 통장개설과 체크(현금)카드 발급 등 창구 업무를 직접 처리 할 수 있는 STM을 이용하고 있다.ⓒBNK부산은행
이 기기에서 생체인증 등 인증 절차를 거쳐 방문 목적을 입력하면 그 정보가 창구직원에게 전송된다. 고객은 방문 목적에 맞게 담당직원에게 안내돼 맞춤 서비스를 제공 받을 수 있다. 객장에 배치된 디지털사이니지는 디지털 영상장치로 순번표시, 환율정보, 상품광고 등 정보를 고객들에게 제공한다.
STM은 무인 셀프 창구다. 생체인증과 직원과의 영상통화를 통해 통장개설과 체크(현금)카드발급, 인터넷뱅킹 신규 등 창구업무를 직접 처리할 수 있다. 단순한 창구 업무는 이 기기를 이용하면 빠르게 처리 할 수 있다.
미래형 점포는 공간의 재배치로 창구와 고객 대기공간을 완전히 분리해 고객들에게 편안한 상담환경을 제공한다. 기존 영업점에 있는 창구 뒤 직원공간을 없애고, 독립된 부스에서 업무 담당자가 고객 업무처리와 상담을 한다. 또 고객 만족 및 업무효율성 증대를 위해 창구를 일반창구와 상담창구로 이원화했다는 설명이다.
부산은행 관계자는 ""이번에 개점한 미래형 영업점을 시작으로 디지털 금융을 더욱 강화하고 고객 중심적이고 미래지향적인 새로운 형태의 영업점을 확대할 예정""이라고 말했다.
- Copyrights ⓒ (주)데일리안, 무단 전재-재배포 금지 -"
삼성바이오 나비효과..코스피·코스닥 동반하락,http://finance.daum.net/news/20181112161711851,"[경향신문]
코스피가 12일 바이오주 급락 여파로 하락 마감했다. 코스닥도 2%넘게 급락하며 670선까지 주저앉았다. 삼성바이오로직스(삼성바이오) 분식회계 논란 이슈에 바이오 종목이 잇달아 급락한 것이 영향을 끼친 것으로 보인다.
코스피는 이날 전 거래일보다 5.65포인트(0.27%) 내린 2080.44에 장을 마쳤다. 코스피 지수는 20.17포인트(0.97%) 내린 2065.92로 출발 후 외국인과 기관의 팔자에 낙폭을 대부분 만회했으나, 셀트리온과 삼성바이오로직스의 급락으로 반등에 실패했다.
코스피가 하락 출발한 12일 오전 서울 중구 KEB하나은행 본점 딜링룸에서 딜러들이 업무를 보고 있다. <자료:연합뉴스>
제약·바이오 대장주인 셀트리온은 3분기 연결기준 영업이익이 736억원으로 지난해 같은 기간보다 44.2% 줄어 ‘어닝쇼크’를 기록했다. 아울러 삼성바이오로직스의 분식회계 혐의에 대한 최종 판단이 14일 증권선물위원회에서 이뤄질 것이라는 전망이 나오면서 제약·바이오 종목이 대부분 하락했다.
삼성바이오는 전 거래일보다 22.42%(8만2500원) 하락한 28만5500원에 장을 마감했다. 지난 6일 40만1000원이던 주가는 나흘새 12만원 가량 빠졌고, 시가총액 순위도 13위로 떨어져 10위권 밖으로 밀려났다.
셀트리온(-11.98%)과 셀트리온헬스케어(-10.30%), 셀트리온제약(-10.20%), 신라젠(-9.14%), 바이로메드(-6.51%) 등 바이오 종목도 모두 하락했다. 이경민 대신증권 연구원은 “셀트리온의 어닝 쇼크, 삼성바이오로직스의 회계 이슈를 둘러싼 논란이 제약·바이오 업종 전반의 밸류 부담과 함께 불확실성으로 작용한 것으로 보인다”고 말했다. 이날 유가증권시장에서 외국인과 기관은 각각 448억원, 649억원 순매수한 데 반해 개인은 1167억원 순매도했다.
코스닥지수도 전 거래일보다 16.47포인트(2.40%) 내린 670.82에 장을 마감했다. 지수는 전날보다 9.33포인트(1.36%) 내린 677.96으로 개장한 뒤 외국인과 기관 매도세에 2% 넘게 하락했다. 코스닥시장에서는 개인이 727억원 순매수했다. 외국인과 기관은 각각 484억원, 387억원 순매도했다.
한편 서울 외환시장에서 원·달러 환율은 전날보다 5.6원 오른(달러 강세) 1133.9원에 장을 마쳤다.
김은성 기자 kes@kyunghyang.com"
"[소식]인천공항, 오만 공항청에 운영 노하우 전수",http://finance.daum.net/news/20181112161607816,"【인천=뉴시스】
▲인천공항공사는 지난 10월15일부터 4주간 오만 공항청 직원들을 인천공항 인재개발원으로 초청해 인천공항의 수하물 처리시설(BHS) 및 공항운영 노하우 교육을 실시했다고 12일 밝혔다. 공사는 자체 개발한 이번 교육과정을 통해 인천공항의 수하물 운영과 연계되는 공항계획, 항공보안 등 공항운영 전반에 대한 노하우를 전수했다.
【인천공항=뉴시스】홍찬선 기자 = 지난 9일 인천공항 제2여객터미널 수하물 처리시설(BHS) 현장에서 인천공항공사 송민준 대리(사진 왼쪽)가 오만 공항청 관계자에게 인천공항의 수하물 처리시설 운영 노하우에 대해 설명하고 있다. 2018.11.12.(사진=인천공항공사 제공) photo@newsis.com"
무제한 요금제 사용자 월 평균 데이터 사용량 20GB 돌파,http://finance.daum.net/news/20181112161537786,"무제한 LTE 요금제 가입자의 월평균 데이터 사용량(트래픽)이 20GB를 돌파한 것으로 조사됐다.
12일 과학기술정보통신부의 '무선데이터 트래픽 통계'에 따르면 9월 기준 무제한 LTE 요금제 가입자당 트래픽은 20.7GB다. 일반 요금제 가입자의 월 평균 데이터 사용량 1.84GB보다 10배 이상 높은 수준이다. 무제한 LTE 요금제는 음성통화와 문자를 기본으로 제공하며 기본 데이터를 소진해도 속도 제한 조건으로 인터넷을 계속 쓸 수 있도록 한 요금제다. 무제한 요금제 가입자당 데이터 사용량은 2015년 6월 14.6GB에 불과했지만, 점차 증가 추세를 보여 3년 만에 5GB 이상 늘었다.
특히 올해 이동통신 3사가 앞다퉈 무제한 요금제를 확대하면서 트래픽 증가 폭이 더욱 커졌다. 게다가 최근에는 제공 데이터 소진 뒤 2GB가량의 LTE 데이터를 제공하는 요금제도 출시되며 데이터 사용량 확대를 이끌고 있다는 게 업계의 분석이다.
2016년 말 17.2GB이었던 가입자당 데이터 사용량은 작년 말 17.9GB로 0.7GB 증가한 데 이어 올해 들어서는 불과 9개월 만에 2GB 이상 늘었다.
업계 관계자는 ""이동통신 3사 LTE 전체 가입자의 30% 이상이 무제한 요금제를 쓰는 것으로 추정된다""며 ""최근 업계간 무제한 데이터 요금제의 경쟁이 치열해지고 있어 무제한 요금제 사용자는 더욱 증가, 데이터 사용량 증가는 꾸준히 증가할 것으로 보인다""고 말했다.
김세형 기자 fax123@sportschosun.com"
"CJ문화재단, '메세나 경영' 인정받아 서울시 문화상 수상",http://finance.daum.net/news/20181112161444746,"[데일리안 = 최승근 기자]
CJ문화재단은 12일 오후 서울시 신청사에서 열린 67회 서울시 문화상 시상식에서 문화예술후원부문 본상을 수상했다고 밝혔다. 기업 사회공헌재단으로는 첫 수상 사례다.
서울시 문화상은 문화·예술인들의 활동을 촉진하고 문화시민도시 서울의 위상을 높이기 위해 지난 1948년 제정됐으며, 서울의 문화발전에 기여한 공적이 큰 개인 혹은 단체에게 주어진다.
올해는 문화예술후원부문 CJ문화재단과 대중예술부문 영화배우 박중훈씨를 비롯, 총 13개 부문에서 수상자가 나왔다.
지난 1월 19일 CJ아지트 광흥창에서 열린 CJ문화재단의 뮤지션 지원사업 '튠업' 17기 인디밴드 '술탄 오브 더 디스코'의 공연 장면ⓒCJ그룹
2006년 설립된 이래 다양한 문화예술 후원 활동을 펼쳐 온 CJ문화재단은 ▲음악·공연·영화 신인 창작자를 발굴·육성하며 서울 문화예술인들의 복지 증진과 꿈 실현에 기여한 점 ▲창작공간 겸 공연장 ‘CJ아지트’ 운영을 통해 서울시민의 문화예술 접근권을 확대한 점 ▲위기청소년을 대상으로 한 문화나눔활동 ‘튠업음악교실’을 통해 정서 안정에 기여한 점 등의 공로를 높이 인정받았다.
CJ문화재단은 지난 2010년부터 공모를 통해 가능성 있는 신인 창작자를 발굴하고 이들의 작품활동을 지원해, 신인들의 시장 진입과 창의적 콘텐츠의 산업화를 돕고 있다.
대표 사업으로는 대중음악 부문 ‘튠업(TUNE UP)’, 뮤지컬·연극 부문 ‘스테이지업(STAGE UP)’, 영화 스토리텔러 부문 ‘스토리업(STORY UP)’ 등이 있다. 선발된 젊은 예술인들에게는 창작지원금, CJ아지트 창작공간 대여, 각 분야 전문가 멘토링 및 교육, 각종 무대 공연 기회 등 꿈을 이룰 수 있도록 각종 지원을 아끼지 않고 있다.
지난해 말 기준 ‘튠업’은 아시안체어샷, 멜로망스 등 총 43팀 128명의 뮤지션을 선발, 30개의 앨범을 제작 지원했다. ‘스테이지업’은 92명 창작자를 선발해 60개 작품을 지원했으며 이중 ‘여신님이 보고계셔’, ‘풍월주’, ‘아랑가’, ‘판’ 등 총 14편의 뮤지컬이 정식 상업 공연으로 관객들을 만났다. ‘스토리업’은 108명의 신인 스토리텔러를 지원하며 ‘나의 PS파트너’, ‘해빙’, ‘눈발’, ‘아이 캔 스피크’ 등 총 12편의 영화를 개봉하는 성과를 거뒀다.
CJ문화재단이 운영하는 CJ아지트는 문화예술인들의 자유로운 창작 공간이자, 시민들이 다양한 장르의 문화예술 콘텐츠를 향유할 수 있는 공연장이다. 비주류 음악 전문 공연장 ‘CJ아지트 광흥창’, 뮤지컬·연극 전문 공연장 ‘CJ아지트 대학로’ 등 두 곳이 있으며, 2018년 상반기까지 CJ아지트를 찾은 누적 관객 수는 6만여명에 달한다.
위기 청소년들의 정서 안정과 사회성 함양을 위해 서울다솜다문화학교, 서울소년원, 서울북부보호관찰소 등을 찾아 ‘튠업음악교실’을 정기적으로 개최하며 문화나눔 활동을 꾸준히 펼쳐오고 있다.
민희경 CJ 사회공헌추진단 부사장은 “CJ문화재단의 첫 번째 목표는 문화예술의 지속적인 발전을 위해 젊은 예술인들에게 보다 안정적인 창작 여건을 조성해주는 것”이라고 소개하며 “앞으로도 젊은 창작자들의 꿈지기로서 문화 생태계 다양성에 기여할 수 있도록 노력하겠다”고 말했다.
- Copyrights ⓒ (주)데일리안, 무단 전재-재배포 금지 -"
